,tweet,brand_or_product,emotion,target
4003,Had a really good look at IE9 today @mention #sxsw and as an Apple #fanboy I was very impressed,iPad or iPhone App,positive,0
4005,"I was really hoping #SXSW would bring an Android version of @mention Oh well, maybe someday...a long time from now.",Android App,negative,1
4006,"Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW",Google,negative,1
4008,Just downloaded an ipad app for countering jetlag in Austin. #sxsw,unknown,positive,0
4009,Just downloaded the #sxsw go app off the android market... let's get ittttt,Android App,positive,0
4010,Just downloaded the Asddieu app in preparation for #sxsw.  Pumped.  You need to check it out  {link} #app #events #networking,iPad or iPhone App,positive,0
4014,@mention Lol. Here at #sxsw Apple have a pop up store. iPad 2's are flying off the shelves. It's a hipster feeding frenzy!,iPad,positive,0
4015,"Wow very long queue of people at apple pop up store now, some have bought 3 iPads! #sxsw@mention Room#NokiaConnects",iPad,positive,0
4016,@mention look! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link},unknown,positive,0
4017,@mention Looks like you could get your iPad2 here {link} #apple #sxsw,iPad,positive,0
4020,I expect lots of buzz about iPad 2 at #sxsw since it comes out tomorrow. But will it support Flash? Maybe so: {link} #elonsxsw,iPad,positive,0
4021,kinda jealous of the ubiquity of ipad's here...#sxsw,iPad,positive,0
4022,"A lot of love for Google APIs in session on visualizing government data @mention #sxsw, including My Maps, Maps API, Fusion Tables and Refine.",Other Google product or service,positive,0
4023,@mention love the #ipad2.  Got one at the pop-up Apple Store for #sxsw attendees.,iPad,positive,0
4024,@mention love what y'all do at #SXSW. How come I'm getting login authorization error almost every time I open my app on iPhone?,iPad or iPhone App,negative,1
4025,Apple employee psyches up line at pop up shop at #SXSW moments before iPad 2 goes on sale!  {link},Apple,positive,0
4026,Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,unknown,positive,0
4032,@mention Luckily @mention has a pop up store at #SXSW!,unknown,positive,0
4033,"Hey, you lucky dogs at #SXSW with iPads -- check out the Holler Gram app: {link}",iPad,positive,0
4034,"After failure of Google buzz, Google Latitude, now Google Circle! Seriously Google needs to concentrate more on search! #FAIL #google #sxsw",Google,negative,1
4035,We're at Lustre Pearl for #teamandroidsxsw cause we love our Android geeks! #sxsw {link},Android,positive,0
4036,Mr Heavenly (aka the band w/ Michael Cera) ready to rock the Bat Bar at #sxsw. iPhone cameras de rigeur.,iPhone,positive,0
4037,"Very timely #SXSW RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",Google,positive,0
4038,Hmm....only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,iPad,positive,0
4040,"You finally get everyone to buy in to Facebook and then Google introduces Circle. No fair. Stop with all the innovation, people #sxsw",unknown,negative,1
4041,"You finally get everyone to buy in to Facebook and then Google introduces Circles. No fair. Stop with all the innovation, people #sxsw",Other Google product or service,negative,1
4043,In a really long line to get into the ACLU/Google party. Not sure I can wait this out. #sxsw,Google,positive,0
4046,Beautifully smart and simple idea RT @mention @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,positive,0
4052,"I know I'm late to the game here, but I REALLY dig #flipboard for iPad #SXSW",iPad,positive,0
4053,So sad I'm missing the iPad 2 launch at *South By.*  That sounds so chill!!!!  #sxsw #ipad #jk,iPad,positive,0
4061,"I got so many cool things from #sxsw.. headsets, usb drives, iphone chargers galore, earphones... must have 1k in products! #rad",unknown,positive,0
4062,Google's Marissa Mayer - she is awesome! #SXSW #MarissaGoogle  {link},Google,positive,0
4068,"Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi",unknown,positive,0
4072,Google's Marissa Mayer up next at #SXSW - looking forward to this.,Google,positive,0
4073,Google's Marissa Mayer: &quot;The mobile phone is a cursor that connects the physical and digital worlds.&quot; #sxsw,Google,positive,0
4075,"Watching Marissa Mayer talk about advanced / future Google location-based &amp; augmented reality projects, very cool! #SXSW #SXSWi",Other Google product or service,positive,0
4078,"@mention massive lines at #sxsw apple store...agree, I can wait. Perhaps late early adopter?",Apple,positive,0
4080,Google's Mayer: Google Map's Route Around feature saves 2 yrs of drive time every day.  I missed the amount of gas that saves. Anyone? #sxsw,Other Google product or service,positive,0
4085,I want some time with this said iPad! RT @mention This schedule is heavier than my laptop. Where's my ipad already? #sxsw,iPad,positive,0
4088,OMG SIGN ME UP! Until when? RT @mention We're officially at #SXSW! Come by the @mention Grill &amp; youï¿½Ûªll get to make your own iPhone case!,iPhone,positive,0
4092,yup. RT @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,positive,0
4097,Nice RT @mention Apple to open pop-up store at SXSW Festival {link} #SXSW #ipad #mac,unknown,positive,0
4098,yawn RT @mention Apple set to open a pop-up shop at the #SXSW Interactive Conference. {link} #apple #iPad2,Apple,positive,0
4099,Yay! RT @mention Apple is opening up a temp store in Austin for #SXSW {link} via @mention #iPad2ï¿½Û,Apple,positive,0
4105,Rocking @mention for notes at #sxsw. Working out awesome on MBP or iPhone app. And they sync transparently.,iPad or iPhone App,positive,0
4106,"The New @mention for the Android 3.0 is so great, can't wait to use it during #sxsw !",Android,positive,0
4109,I guess @mention has no excuse not to get an iPad 2: {link} #sxsw,iPad,positive,0
4111,Haha RT @mention How many of you don't use apple? Cause no one uses windows voluntarily. #Kawasaki #thisisdare #SXSW,Apple,positive,0
4112,"Yay! RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",iPad or iPhone App,positive,0
4114,Haha RT @mention I'll bet there's a lot of nerds at #SXSW using the #iPhone Light Saber app in barroom brawls instead of their fists.,iPad or iPhone App,positive,0
4115,LOL! RT @mention I'll bet there's a lot of nerds at #SXSW using the #iPhone Light Saber app in barroom brawls instead of their fists.,iPad or iPhone App,positive,0
4116,Cool RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 .. {link},Apple,positive,0
4117,Srsly? ï¿½ï¿½ï¿½@mention It's not a rumor: Apple is  up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,positive,0
4120,Yup. RT @mention My #iPad envy is through. the. roof. Thanks every other person at #SXSW,iPad,positive,0
4124,Fab! RT @mention RT @mention So @mention just spilled the beans: next platform 4 #Flipboard is the iPhone.workin on it. #sxflip #SXSW #SXSWi,iPad or iPhone App,positive,0
4126,Lucky! ï¿½ï¿½ï¿½@mention RT @mention Scored a #mophie juice pack at the #tradeshow #sxsw. Double your iPhone battery!ï¿½Û,iPhone,positive,0
4127,Sweet ! @mention RT @mention is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,positive,0
4128,"Wow. RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,positive,0
4130,ZOMG RT @mention Special Apple store at #sxsw just for ipad. Line is a block long. plixi.com/p/83323324 plixi.com/p/83323414,unknown,positive,0
4134,Casually mentioned: you can forecast the DOW six days ahead based on Google mood analysis of Twitter data. #sxsw #smvis #imrich,Google,positive,0
4135,marcelosomers: New version of Google Maps for Mobile is pretty amazing - vector based &amp; FAST! #sxsw: marcelosomers:... {link},Google,positive,0
4137,@mention Might need to go to Apple today. I think my &quot;S&quot; &quot;X&quot; and &quot;W&quot; keys are worn out. #SXSW,Apple,negative,1
4140,just got mine &amp; i disagree RT  @mention Peter Cashmore on iPad 2 it's only a minor improvement Not worth it unless you've $ 2 burn #SXSW,iPad,negative,1
4148,"Within a month of having iPad, severely autistic 9 year old had mastered puzzles and games. #sxsw #poursite",iPad,positive,0
4155,Strong rumours abt Google unveiling a new social network called 'Circles' at  #sxsw  Does look interesting: {link},Google,positive,0
4157,"Google &amp; BAVC launch Impact Dashboard at #SXSW - web app to collect, host and visualize data in real time: bavc.org/impact",unknown,positive,0
4162,Doodle competition: invite kids to create own doodles. Winners are put on Google.com to celebrate their awesomeness!  #GoogleDoodle #sxsw,Google,positive,0
4165,"Initial impressions: White iPad 2 = awesome, seems so much quicker at web browsing ...even on the shitty wifi here at #sxsw",iPad,positive,0
4166,Apple trumps Nvidia in tablet gaming {link} #entry #friends #house #sxsw,Apple,positive,0
4167,Really tempted to get the iPad 2 #sxsw,iPad,positive,0
4169,"Nope, seems no Google Circles launch today: {link} #sxsw",Other Google product or service,negative,1
4170,Apple seems to be winning in the app world. #sxsw,Apple,positive,0
4175,What are my #Seattle #SXSW peeps up to today? Replacement iPhone in hand - I'm back in action!,iPhone,positive,0
4176,@mention my #twitter iPhone app has been down for a few days. Heading to #SXSW and want to tweet a lot - can you help?,iPad or iPhone App,negative,1
4178,"Restored my Apple made smart phone, because I'm about to unleash hell on it at #SXSW.",Apple,positive,0
4181,"Just got my hand on the ipad 2 at #sxsw. Mixed feelings on the magnetic cover, but overall, a great improvemnt.",iPad,positive,0
4182,Just got my iPad 2 courtesy of the pop up store in Austin!! Yay for #sxsw allowing the amount of available iPads to rise!,iPad,positive,0
4183,Just got my iPad 2 white 64gb wifi blue cover. That is the only thing they sell in #SXSW apple store.  {link},iPad,positive,0
4185,@mention my iPhone crashed &amp; I had to do a fresh restore &amp; lost my fave Dali/canvas pak? Can I ever get it back? Also are you @mention #sxsw?,iPhone,negative,1
4187,Today is my last day at the Apple pop-up for #SXSW. Vacation starts tomorrow. It's been such a great experience to be here.,Apple,positive,0
4188,"Time for my late night iPad2 purchase! #SXSW (@mention Apple Store, SXSW w/ 75 others) {link}",iPad,positive,0
4190,Just got my Mophie Juice Pack plus for my iPhone 4! Now I'm ready for #sxsw. More than double the battery life #FTW,iPhone,positive,0
4191,Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw,Other Apple product or service,positive,0
4192,Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw:  {link},unknown,positive,0
4194,"Ahhh, darn :( RT @mention @mention @mention according to @mention Google has confirmed it is not launching at #SXSW, if at all.",Other Google product or service,negative,1
4198,ï¿½ï¿½ï¿½More than 35 million miles a day are driven while being Google Maps Navigation assisted.&quot; --Marissa Mayer #sxsw  [The GPS biz is so toast.],Other Google product or service,positive,0
4206,Australian business &amp; not-for-profits may be interested in these SEO insights from Google &amp; Bing at #sxsw {link} #digibiz,Google,positive,0
4209,Having fun creating a dynamic Google doc with @mention from opposite sides of the #killcommunity room #sxsw,Other Google product or service,positive,0
4210,RT@mention Crowley and Cashmore think iPad 2 is a minor step up. Tell that to the people standing in line at #SXSW Apple pop-up store,iPad,positive,0
4216,"RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #twnp #socmedia",unknown,positive,0
4219,"We lose an hour tonight. #SxSW attendees will blame Microsoft, Apple will get credit for fixing it before Christmas.",Apple,positive,0
4220,"Please can I hear more people talk about the iPad 2, preferrably with more #sxsw hashtags -  I really have a deficit of this in my life!",iPad,negative,1
4222,"Innovation in banking is coming from mobile. The innovators are Apple, Google and Verizon #sxsw #bankinnovation",Google,positive,0
4224,"I think an iPad is eminent. Typing thoughtful notes on a phone not working,  mac book to big, handwriting is ridic. #sxsw day 2 conquered.",iPad,positive,0
4225,My Verizon iPhone is kicking hairy butts at SXSW.  How's your AT&amp;T phone doing?  :-D  #SXSW,iPhone,positive,0
4226,My Verizon iPhone is kicking hairy butts at SXSW. How's your AT&amp;T phone doing? :-D #SXSW {link},iPhone,positive,0
4227,"this woman is great - fessing up to issues, admitting google could do better #sxsw",Google,negative,1
4229,Lisa Cohen just announced that @mention will have an iphone app out this month. Sweet! #comCom #SXSW,iPad or iPhone App,positive,0
4230,Mike Tyson launched iPhone game @mention #SXSW {link} #tech #news {link},unknown,positive,0
4231,Wanting in line at the unconfirmed Apple pop-up store for an iPad 2. #sxsw,iPad,positive,0
4232,Waiting in line for the iPad 2. They said they may have some left...crossing my fingers. #sxsw,iPad,positive,0
4233,RT@mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,positive,0
4236,Ours is on order! (2 week wait) RT @mention Have decided I need an ipad. #usguys #sxsw,iPad,positive,0
4240,Left brain search = google. Right brain search = X. Best session today covering semantic web and recommendations #sxsw {link},Google,positive,0
4241,Never seen so many apple products in my life #sxsw,Apple,positive,0
4242,Never seen so many heads turn at one point. Someone from #Apple asks a question to Reid Hoffman #SXSW,unknown,positive,0
4243,"Podcast on Social Business Summit 2011 AUSTIN {link} @mention @mention #sxsw , listened to it on my new Iphone ... delight !",iPhone,positive,0
4244,RT@mention t's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,positive,0
4246,Sitting on the floor behind a guy who's fondling his new iPad 2 in a very disturbing way. #sxsw,iPad,negative,1
4247,Sitting on the ground waiting for my iPad at the Austin #apple popup store at #SXSW. What a geek I am.  {link},iPad,positive,0
4248,Windows in the Scarborough building on corner of 6th &amp; Congress blacked out... an Apple pop-up store is being born! #sxsw #WeLiveHere,Apple,positive,0
4249,I've taken the SXSW iPhone and iPad apps for granted. Realizing just how amazing these apps are. Big applause to designers/devs. #SXSW,iPad or iPhone App,positive,0
4252,Are you in town for #SXSW? Be sure to check in with us using Google Places and Foursquare for some kick ass deals! #foursquare #googleplaces,Other Google product or service,positive,0
4253,Having fun w/ @mention new Check-In's feature on iPhone | See @mention latest article &quot;Roll your own 4square&quot; {link} #SXSW,iPad or iPhone App,positive,0
4254,Mike Tyson wants to be an iPhone knockout | #SXSW - CNET Blogs {link},iPhone,positive,0
4256,"RT@mention What's going on at #sxsw today? Share photos, video with iReport: {link} or through #CNN iPhone app!",iPad or iPhone App,positive,0
4258,"Having fun with Google Analytics in our Berklee Topspin class !  If you haven't used it before, great info for marketing your music ! #SXSW",Other Google product or service,positive,0
4262,Those aren't apples! RT @mention Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break,iPhone,positive,0
4265,"No, I didn't get an iPad 2 :( No, I'm not at #sxsw :( Yes, I am depressed :(",iPad,positive,0
4267,"LOL, I don't see a single PC user around meï¿½ï¿½ï¿½just Macbooks and iPads. Web devs are definitely Apple folks. #sxsw #apple",Apple,positive,0
4269,"Grouped{in} nice app for groups, aber leider nur fï¿½_r iPhone.  {link} #sxsw",iPad or iPhone App,positive,0
4276,iPad 2 sync complete! I'm live! #livingthedream #sxsw,iPad,positive,0
4277,"Testing #NCAA MMOD iPad app during an #sxsw session. Flawless livesteam of bracket show. AT&amp;T ad for Atrix makes no sense on mute, though.",iPad or iPhone App,positive,0
4278,Grrr..plancast stuff exported to Google calendar in San Diego/pacific time did not shift to central tme #wack #sxsw,Google,negative,1
4279,Had to cancel my trip to Austin #SXSW today/I'm under the weather. Found a great iTunes mix of SXSW artists &amp; it's FREE!{link},Other Apple product or service,positive,0
4281,"We all, including me, have this emotional thing with iPad. #barrydiller #sxsw #pnid",iPad,positive,0
4282,James Franco is going over notes for his #SXSW speech iPad 2 vs Android Vs World. He got an iPad days ago but feels like an expert already.,iPad,positive,0
4285,Crowley and Cashmore think iPad 2 is a minor step up. Tell that to the people standing in line at #SXSW Apple pop-up store! #checkins,iPad,positive,0
4286,"Wow, demand for the iPad 2 is insatiable, seems to be sold out everywhere in Austin, Texas. I suppose #SXSW being in town isn't helping.",iPad,positive,0
4293,"line around the corner for #iPad2 at #sxsw, i say wait on it. I've already got two cameras on my #iPhone sorry #apple",iPad,negative,1
4294,Anyone find the makeshift #Apple store at #SXSW yet?,Apple,positive,0
4295,is surrounded by lots of iPad 2 boxes #SXSW,iPad,positive,0
4296,SXSW attendees! Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2!,iPad,positive,0
4298,"Bereft wanderer. White cord, limp. Lifeless. There is no outlet for your iPhone here. #sxsw #poetry",iPhone,negative,1
4299,"Hey #vufinders, awesome new update for @mention #iphone app {link} 3X speedup for object tagging (outside #sxsw conf hours :-)",iPad or iPhone App,positive,0
4300,Really finding myself enjoying the ipad design principles. Well done. #tapworthy Very useful and clear points throughout. #sxsw,iPad,positive,0
4301,Google finding new ways to help small business say more on their Place Page #sxsw [Here's our overview {link},Google,positive,0
4302,Google handing out free pi for pi day! #SXSW #win,Google,positive,0
4303,I cant handle everyone's tweets about the new Flipboard. #Jealous Thinking about taking the plunge and buying an iPad at #SXSW,iPad,positive,0
4306,Man panhandling for an iPad 2 at SXSW. Whatï¿½Ûªs the world coming to? #iPad #apple #tablet #SXSW,iPad,negative,1
4308,"At Team Android party, come by @mention table &amp; show us Appolicious app on yr phone to enter to win Nexus S! {link} #sxsw",Android,positive,0
4309,My free android tshirt #SXSW  {link},Android,positive,0
4313,Domo iPhone &amp; Android App: Share with Facebook Strangers {link} via @mention #DOMO #SXSW,iPad or iPhone App,positive,0
4314,This iPhone #SXSW app would b pretty awesome if it didn't crash every 10mins during extended browsing. #Fuckit #Illmakeitwork,iPad or iPhone App,negative,1
4315,Best iPhone accessory of #sxsw {link} #rockstache #techsmith #istache /via @mention,iPhone,positive,0
4317,"SXSW iPhone app is awesome, but iPad app crashes every time. #sxsw",iPad or iPhone App,negative,1
4324,I'm in line for an #iPad 2 @mention @mention #SxSW,iPad,positive,0
4325,Whoa - line for ipad2 is 3blks long!!! #apple #Austin #SXSW,unknown,positive,0
4330,Does anyone have an address for the yeasayer concert tonight? Google maps is failing. #sxsw,Other Google product or service,negative,1
4331,Does anyone have news from #SXSW? Other than the #iPad 2 is a must-have of course. {link},iPad,positive,0
4334,Does anyone know if the @mention store at #sxsw still has ipad 2's in stock?,iPad,positive,0
4340,I asked one of the booth people if #apple paid every single booth here to show their product on iPad2s. She said no. #idontbelieve #sxsw,Apple,negative,1
4341,This is one of the least helpful sessions at #sxsw.  Leave this session &amp; read these iPad Design notes instead.  {link} #UXDes,iPad,positive,0
4342,This is one of the three best apps we've seen at #SXSW {link},iPad or iPhone App,positive,0
4345,is EVERYONE that works at google this genius??!?  Seriously smart AND artistic. #SXSW,Google,positive,0
4351,"Apple opened a pop-up store at #SXSW for the release of the iPad 2, and it was quite a scene. GEEK POWER! {link}",iPad,positive,0
4357,It's a lonely job protecting the iPad 2 but someones gotta do it.  {link}  #sxsw,iPad,positive,0
4360,Thewildernessdowntown.com Best of Show at SXSW. Google's Thomas Gayno:  &quot;it is like a choreography of browser windows&quot; #SXSW,Other Google product or service,positive,0
4361,"the internet blurs, {link} the iPad fades, {link} ï¿½ï¿½ï¿½ @mention at #SXSW",iPad,negative,1
4362,Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,Other Google product or service,positive,0
4365,@mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention #SXSW Conference {link} #sxswi #assistivetech,iPad or iPhone App,positive,0
4369,@mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,iPad or iPhone App,positive,0
4370,I covet #New IPad. {link} #SXSW,iPad,positive,0
4371,Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2,iPad,positive,0
4374,"Google's new version of Maps has already saved pp 2yrs in time spent locating places, since launch earlier this week. #SxSW",Other Google product or service,positive,0
4377,@mention news from #sxsw lots of iPad bashing but everyone wants one. Even @mention consistent with theme,iPad,positive,0
4378,Wowwwwww next google maps is amazing! #sxsw,Other Google product or service,positive,0
4379,This guy next to me is using his ipad 2 as a periscope. #sxsw,iPad,positive,0
4383,Sweet. Danfung Dennis will be demoing the immersive video rig and iPad platform used in To Hell and Back Again at our #SXSW party.,iPad,positive,0
4385,interesting &quot;@mention &quot;Google looks for technical solutions which why they're not great @mention community because its a human solution #SXSWï¿½Û,Google,negative,1
4389,At debating brands role as publishers #sxsw.  Enjoyed what I heard from the google doodle guys too.,Google,positive,0
4391,I'm looking forward to our panel tomorrow (5pm) at #SXSW: Left Brain Search = Google. Right Brain Search = X {link},Google,positive,0
4392,"I'm looking forward to the #SMCDallas pre #SXSW party Wed., and hoping I'll win an #iPad resulting from my shameless promotion.  #ChevySMC",iPad,positive,0
4393,My tweeting from #sxsw been pretty non existent today thanks to the @mention iPhone app #fail - Hootsuite is the epic replacement! #owllove,iPad or iPhone App,negative,1
4400,"I'm missing out! Apple's even opened a temporary store in downtown Austin for it, says @mention Hope @mention got his passport? #SXSW",Apple,positive,0
4402,Interesting presentation on the building of #Netflix iphone App at #sxsw {link},iPad or iPhone App,positive,0
4404,Interesting RT @mention Google analytics can track offsite links as virtual pg views using Script. #moreknowledge #sxsw #mitharvard,unknown,positive,0
4410,Well having the iPad has really been the perfect device for #SXSW.,iPad,positive,0
4412,Interesting tidbit:  apple designed the iPad 2 case before designing the actual device.  #sxsw,iPad,positive,0
4413,Who's going to #SXSW?   Apple will have it's own store there....{link}  #AAPL,Apple,positive,0
4414,I was going to mock the tech-nerds for coming to #sxsw only to stand in a 4-hour line for an iPad 2. Then I remembered me and horror movies.,iPad,negative,1
4416,Interesting to see Yellow Pages #iPad app come up as example of good practice #sxsw,iPad or iPhone App,positive,0
4418,Is starting to think my #blackberry is more like the #abacus of phones. Damn u #iphone. #sxsw (I just wanted # abacus),iPhone,negative,1
4425,"#iPad Lounge at @mention - Free daily for #sxsw - free coffee, #iPad #Art. Recharge. Refresh ï¿½ï¿½ Austin Details {link}",iPad,positive,0
4430,"@mention Nice #SXSW song @mention  Donï¿½Ûªt hack, Write Rails. Under deliver, over sell. Work for Google. {link}",Google,negative,1
4431,@mention Nice meeting you last night! Confession: I just installed @mention on my iPad &amp; really like it. :-) #SXSW,iPad or iPhone App,positive,0
4432,@mention Nice move on Apple #SXSW will be center of Apple fanboy-dom for the next week.,Apple,positive,0
4433,@mention nice vid on ipad 2 from #sxsw. Hope it was @mention behind the camera! {link},iPad,positive,0
4434,@mention nice work on organizing the apple pop-up store - but wish you were here in #austin for #sxsw!,Apple,positive,0
4436,"Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!",Other Google product or service,positive,0
4440,"Apple opening a pop-up store for #SXSW. Cool, and another reason I'm #pissedimnotgoingtosxsw. {link}",Apple,positive,0
4441,Apple opening a store in downtown ATX for this wknd ONLY.. same time as #SXSW so ppl can buy iPad 2. ï¿½ï¿½ï¿½@mention {link},Apple,positive,0
4444,"Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}",Apple,positive,0
4446,Apple opening pop-up store in Austin at Congress and 6th to sell new iPads.  #sxsw  {link},iPad,positive,0
4449,"Apple Opening Pop-Up Store In Austin For SXSW {link} - phew, I was beginning to panic, thanks Steve #SXSW",Apple,positive,0
4452,Apple Opening Pop-Up Store In Austin For SXSW ~ {link} &lt;- Ya gotta hand it to Apple... always innovating #apple #sxsw,Apple,positive,0
4458,I'm listening to 'Get By' by Talib Kweli via the Discovr app on my iPhone while I'm on a plane to #sxsw. Love Gogo.  {link},iPad or iPhone App,positive,0
4460,Apple opening up temporary store in downtown Austin for #sxsw and the iPad 2 launch {link},unknown,positive,0
4461,"Great evening w/ @mention + @mention Into Karateka, Castle Wolfenstein, ChopLifter and other Apple // classics. #SXSW #OldSko0l",Apple,positive,0
4465,"Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW. Installed it just before leaving home!",Apple,positive,0
4470,"Dan Neumann just announced the launch of Organic's first consumer-facing iPad app, Broadfeed at #SXSW 
check it out!!",iPad,positive,0
4471,You're gonna want these iPhone apps if you're heading to #SXSW today. 10 hot ones. Download away! {link},iPad or iPhone App,positive,0
4472,"MyPOV: Winner: popup Apple Store, Chevy Cruze  Losers: Investors propping up frothy startups w/ no enterprise strategy. #sxsw",Apple,positive,0
4474,I keep winning shit! Thanks @mention for the killer iPad case. #sxsw,Other Apple product or service,positive,0
4481,"@mention No, no, no .. I wouldn't buy an iPad 2. I'd wait for the iPad 3 with teleporting capabilities. #sxsw",iPad,negative,1
4482,This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw,iPhone,negative,1
4484,There at not even words for how much the wireless at #SXSW sucks.  Thank goodness for my iPhone.,iPhone,positive,0
4492,@mention Not to shill for the iPad but don't underestimate its appeal. {link} #newsapps #sxsw,iPad,positive,0
4493,"#SXSW keynote Marissa Mayers: 12 billion miles driven w/ Google maps navigation / yr, route around traffic saving users 2 yrs total. Wow.",Other Google product or service,positive,0
4495,iPad 2. Another reason I'd love to be @mention #sxsw,iPad,positive,0
4496,There is nothing quite like #SXSW to make you want an iPad. Desperately. Am almost drooling on the guy's next to me.,iPad,positive,0
4497,There is nothing sillier than watching people record video with an ipad. #SXSW,iPad,negative,1
4499,Agreed ï¿½ï¿½ï¿½ Novelty of #iPad news #apps fades fast among digital delegates ï¿½ï¿½ï¿½ {link}  #media #SXSW (via @mention,iPad,negative,1
4501,"I don't know how I ended up here, but the Google party is going off!!! Robot ninja wars!!! #sxsw",unknown,positive,0
4502,"&quot;I know I'm right, I own an Apple&quot; #sxsw",Apple,positive,0
4503,Thinking now that I shoulda gone to SXSW this year ...first year of the iPad.. Could be some interesting sessions. #sxsw,iPad,positive,0
4504,I wanna know too RT @mention One of our producers is going to #SXSW. What (hopefully free) #iPhone apps should she DL?,iPad or iPhone App,positive,0
4506,"Anybody know whether I can nab white, 3G, 64GB #iPad2 at #Austin #SXSW #Apple #PopUpStore?",iPad,positive,0
4507,I don't know why you would do original content ONLY for anything in today's world.(And the iPad 2 is better.)  Barry Diller #SXSW,iPad,positive,0
4509,Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,Apple,positive,0
4514,Seeing tons of iPad2s around. Guess it just took that long to get through the #SXSW apple store line (@mention,iPad,positive,0
4517,Apple opens temporary store for #SXSW to sell iPad 2. {link} #TNW,iPad,positive,0
4519,"#SXSW Plans: Google party, blackberry party and then IE 8 party. Good times.",Google,positive,0
4520,"#SXSW sponsored by Apple, plaid, and boys I'm attracted to.",Apple,positive,0
4521,"&quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",Google,positive,0
4522,In the Consumerist's &quot;Worst Company in America 2011&quot; tournament bracket - apple is pitted against microsoft in the first round #sxsw,Apple,negative,1
4529,Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,Apple,positive,0
4531,"Ok, I'm interested. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,positive,0
4532,iPad 2 contest in full-swing!!  Great seeing so many of you on actsofsharing.com.  Still plenty of time to join the fun! #SXSW,iPad,positive,0
4534,I fully anticipate that every geek-douche will be toting an iPad 2 at #SXSW. These people are also why it's not worth going.,iPad,negative,1
4535,I am inventing a &quot;dislike&quot; button for #iPad 2 lines. {link} #SXSW,iPad,negative,1
4536,Google continues to innovate.  I don't think we can fathom what the future will be like.  #SxSW,Google,positive,0
4539,":) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,positive,0
4545,Being @mention #SXSW is making it impossible not 2 succumb 2 upgrading my #iPad. It's a year old &amp; I feel like I'm walking around w a bag phone...,iPad,positive,0
4546,Nice! @mention #sxsw highlights thus far: made friends w/ istock UX developer :) #singularity blows my mind: oy! GOOGLE OWNS IT!,Google,positive,0
4549,"Using @mention at #SXSW to get updates on the temp Apple store line up. Super impressed by the potential of this app. Nice work, Yobongo!",iPad or iPhone App,positive,0
4556,"Loved @mention Hangover Breakfast. Awesome swag, yummy food &amp; rockin tunes! Stoked about my Griffin cordless iphone charger! #SXSW",Other Apple product or service,positive,0
